"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","","0","0","92","0","3"
"","Function","","0","0","563","0","4"
"","Navigation","","0","0","159","0","1"
"","UI","","0","0","34","0","0"
