"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","","0","0","92","0","3"
"","Function","","0","0","562","0","3"
"","Navigation","","0","0","142","0","1"
"","UI","","0","0","44","0","0"
