"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","","0","0","384","0","3"
"","Function","","0","0","381","0","4"
"","Navigation","","0","0","21","0","0"
"","UI","","0","0","35","0","1"
