"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Function","","7","95","442","20","4"
"","Navigation","","1","20","86","59","1"
"","","","0","32","61","1","0"
"","UI","","1","1","31","0","0"
