"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","","","0","0","81","0","1"
"","Navigation","","0","0","184","0","1"
"","Function","","0","0","528","0","6"
"","UI","","0","1","33","0","0"
